,cr,CrType,Sentiment,Knowledge,UltimateCategory
5615,对于免授权的应用，不进行激活状态检测,1,1,1,0
5616,appdetail_item_download，这个里面有fcfcfc的背景，修改这里，这里不要修改，避免沉浸式问题,1,1,1,0
5617,请使用 SafeBroadcastReceiver,1,1,0,1
5618,此处开了additivity，那么com.huawei.cloud的这个logger也会同样打印一份日志，如果log4j2.xml里面GLOBAL_THRESHOLD_LEVEL用的是INFO，这就造成最后总的日志量翻倍了，需要注意,1,1,1,0
5619,魔鬼数字,1,1,0,1
5620,aidl接口必须跟最新版本一致... 目前已经不一致了。,1,1,0,1
5621,这部分的实现再考虑下是否需要在里面进行多线程操作,1,0,0,4
5622,空格、注释。,1,1,0,1
5623,/A_CodeSnippet删掉吧,1,1,0,1
5624,ischeck是否有更新为非1 的场景 如果有建议该sql改成通用点的,1,1,0,1
5625,代码重复了啊，抽取出来呗,1,1,0,1
5626,这里是否可以转成基类view,1,0,0,4
5627,代码中有tab键，需要格式化掉,1,1,0,1
5628,"//如果小于歌曲列表最大值歌曲全部加入歌曲列表
 A_CodeSnippet",1,1,0,1
5629,是不是重复配置了,1,0,0,4
5630,"这个地方既然picture为空那就不要赋值url了，容易让人产生误解：url为""""可能有特殊操作，直接传null就好了",1,1,0,1
5631,没有重写toString方法，字段不建议使用Map,1,1,0,1
5632,这里应该enable就可以了,1,1,0,1
5633,不要内部判断这个方法，VR端可能存在问题,1,1,0,1
5634,空格,1,1,0,1
5635,这里url为空，会抛异常,1,0,0,4
5636,"注释格式不对，应该是/** ,主线修改",1,1,0,1
5637,这里需要编码~,1,1,0,1
5638,请使用 SafeBroadcastReceiver,1,1,0,1
5639,是否要预防dos攻击,1,0,0,4
5640,这个应该使用了新的拦截器的模式去处理了吧？,1,0,0,4
5641,这里没有透明度，会导致沉浸式时，两者的颜色是一样的,1,0,0,4
5642,这个是啥 为什么要改这个,1,0,0,4
5643,这个去掉。,1,1,0,1
5644,"这个按照端侧的要求，静默code模式和token都返回1301
改为Can not use slient mode",1,1,0,1
5645,判空处理,1,1,0,1
5646,等号周边要有空格,1,1,0,1
5647,还是不可配置,1,0,0,4
5648,日志,1,1,0,1
5649,这个地方也要打印接口日志,1,1,0,1
5650,这里的字体大小最好用公共定义，没必要自己提常量，包括上面的边距,1,1,0,1
5651,应该是实付款的样式随产品类型变动，不是产品原价,1,1,0,1
5652,再确认下这个是否能作为唯一的标识,1,0,0,4
5653,"priority=""translator""  不需要自己增加标识",1,1,0,1
5654,这个地方的错误码不对,1,0,0,4
5655,每次查询时new 一个Map,1,1,0,1
5656,多个封号,1,0,0,4
5657,福利社入口命名修改为campaign,1,1,0,1
5658,e.getcode==6才去获取AT，不是每次发生异常就去获取AT,1,1,0,1
5659,常量,1,1,0,1
5660,打印响应的interface日志,1,1,0,1
5661,增加适当注释便于阅读代码,1,1,0,1
5662,这个确定使用dp?其它地方也一起再看下,1,0,0,4
5663,这个默认值，VR、OTT端都是一样的处理吗？,1,0,0,4
5664,注释错别字,1,1,0,1
5665,这个建议用JSONObject即可，如果后续扩充字段，不用修改类,1,1,0,1
5666,把接口名写准确，例如queryPurchase,1,1,0,1
5667,重复调用,1,0,0,4
5668,"此处现网保留WARN级别，本地调试可以改成INFO，但是不要提交上来。
各个模块单独的日志，本来是打算单独记录的，但是后面发现日志量太大了，所以只保留了root和com.huawei里面的根日志，其他单独模块的日志只打印WARN级别以上的",1,1,1,0
5669,日志,1,1,0,1
5670,这里写成了导航栏，应该是信号栏,1,1,0,1
5671,逻辑中已经有一个Toast会弹出，这里不用再toast,1,1,0,1
5672,为什么要延迟加载,1,0,0,4
5673,跟闪屏挂钩的话 是不是应该放在闪屏的里面比较好,1,1,0,1
5674,presenter仍然引用了界面相关类，没有达成mvp模式解耦的目的,1,0,0,4
5675,建议变量比较时常量放前面,1,1,0,1
5676,与UX确认，这里不能用B1-B7的字体，需要单独定义,1,1,0,1
5677,这个matchMode 0 代表什么意思呢？加个注释吧,1,1,0,1
5678,异常场景：为空时不应该发请求了吧,1,0,0,4
5679,这个地方初始化为null,1,1,0,1
5680,常量在前,1,1,0,1
5681,"路径错误,应该是/NoteSync/note",1,1,0,1
5682,private函数，可以不判空。由调用者保证非空。,1,1,0,1
5683,注意格式,1,1,0,1
5684,bool型不允许使用==,1,0,0,4
5685,e.getcode==6才去获取AT，不是每次发生异常就去获取AT,1,1,0,1
5686,这个类感觉和图标广告的类莫名的相似啊，既然都抽了基类，许多操作可以放在基类里。比如setViewSize方法就完全一样,1,1,0,1
5687,学会合并日志，其它地方自行排查,1,0,0,4
5688,"直接返回map就好了吧,不需要转string",1,1,0,1
5689,这一部分修改数据源的代码，不要提交上来，现网是使用的双云(rainbow)的配置，不要改回用单点的（c3p0）,1,1,1,0
5690,除了数据结构类，其它类不要直接复制,1,1,0,1
5691,这些不要放到Ability中，放到自己业务模块,1,1,0,1
5692,"放到统一配置信息中；
另外不要isChina这种渠道标志",1,1,0,1
5693,保留这个定位问题用吧,1,1,0,1
5694,隐藏了父类相同的静态属性,1,0,0,4
5695,有场景firstSong是false么？这个msg通常是“播放xxx歌曲”吧？如果打乱顺序如何保证与第0个相同？(91行代码是取的乱序后第一首),1,0,0,4
5696,除了client_id从查询参数那，其他参数只能从POST里拿,1,0,0,4
5697,接入量日志，用于运维大数据统计告警,1,1,0,1
5698,不允许直接写中文,1,1,0,1
5699,主要是为了给A_NAME的详情页横滑广告用，涉及到样式的都放在子类里，打点放在基类里，以后UX调整也方便，防止出现和广告基类一样的情况,1,1,0,1
5700,注释格式/作者有误,1,1,0,1
5701,这种多余的注释应该去掉,1,1,0,1
5702,按钮颜色是否需要和产品类型保持一致（会员产品用会员色，普通产品用主题色），需要和UX确认,1,0,0,4
5703,这里也是去掉了透明度，注意沉浸式,1,0,0,4
5704,这个没有必要删除吧,1,0,0,4
5705,这个异常还有抛吗，是不是用不到,1,0,0,4
5706,为什么要重复添加?,1,0,0,4
5707,log含义和实际代码描述不一致,1,0,0,4
5708,哈哈哈为啥三个构造方法取了三个不同的名字，这么有个性么,,0,0,
5709,"与直播频道详情查询接口重复。
另外，如果新增一个接口，一定要考虑接口的通用性。",1,1,0,1
5710,"OpenAdvertisement类如果没有重写toString方法的话，用父类的toString日志里很难打印出有价值的信息（打出来的一般是类名加地址变量）.....
建议重写一下OpenAdvertisement类的toString方法，并注意过滤或者去掉敏感字段（尤其是sign里面带的imei）",1,1,1,0
5711,应该遍历失败列表，对列表中的错误进行判断,1,1,0,1
5712,此处需要增加一个判断是否需要开子线程，避免产生过多的子线程,1,1,0,1
5713,日志说明清楚,1,1,0,1
5714,这个为什么也是007？,1,0,0,4
5715,加下注释，这些CDE都是用来做什么的,1,1,0,1
5716,"这个msg如果是空字符串，下面76行会抛异常的。
改成如下就没问题：
if (StringUtil.isEmpty(msg))",1,1,0,1
5717,改成静态成员变量和静态方法，初始化的时候赋值,1,1,0,1
5718,默认parentID，不能写死成3！,1,1,0,1
5719,这个确实是写的时候没注意。。,1,0,0,4
5720,"传""""防止空指针异常",1,1,0,1
5721,日志级别不对,1,1,0,1
5722,命名不规范,1,1,0,1
5723,对于会对数据库造成修改的操作，注意是否有记录到审计日志（审计日志是通过切片的方式记录的）,1,1,0,1
5724,这个textview的内容应该是固定的，应该写在xml里面，不需要在代码里面赋值,1,1,0,1
5725,魔鬼数字,1,1,0,1
5726,"这种其实可以把等于null的分支放在前面，然后return掉；好处就是看代码的时候串行看即可，不需要再返回来处理。
其它地方可以一起优化下",1,1,0,1
5727,在ColumnActionFilterUtil的SUPPORTED_TEMPLATES_ONLY_FOR_TITLE添加下限制即可，之后如果要放开对于其他跳转位的支持，也更方便,1,1,0,1
5728,toString方法中没有添加position,1,0,0,4
5729,else 分支没有必要,1,0,0,4
5730,这里应该是 设置点击chromecast按钮的来源,1,1,0,1
5731,"不用判断，直接调用replace即可。
调用contains多了一次查找操作",1,1,0,1
5732,"检查一下生成的clientId和clientSecret的兼容性,包含PHP",1,1,0,1
5733,"是不是应该在初始化的时候根据配置项动态调整, 否则谁能知道这个地方还和开关默认值有关.

而且设置里头是可以重置的.",1,1,0,1
5734,这个地方不需要这样返回,1,0,0,4
5735,是否合适？,1,0,0,4
5736,返回时候要打印响应,1,1,0,1
5737,"使用字体颜色进行定义，另外最好使用公共定义，方便统一修改；
其它地方自行排查",1,1,0,1
5738,不要这么搞,1,0,0,4
5739,这里异常情况最好输出一下debug日志,1,1,0,1
5740,不是有默认处理吗？这个校验是为了什么？,1,0,0,4
5741,可以考虑抽取回调函数，太多相同代码处理,1,1,0,1
5742,为什么注释这个,1,0,0,4
5743,这个不应该在content模块,1,1,0,1
5744,此处是requestInfo为空的异常场景，建议增加注释便于后续定位相关问题,1,1,0,1
5745,one Two Three  命令比较模糊,1,0,0,4
5746,命名不规范,1,1,0,1
5747,SongCode不用加,1,1,0,1
5748,是否要预防dos攻击，限制长度,1,0,0,4
5749,问下tenantId是隐私数据吗,1,0,0,4
5750,这一部分修改数据源的代码，不要提交上来，现网是使用的双云(rainbow)的配置，不要改回用单点的（c3p0）,1,1,1,0
5751,补充关键流程的日志,1,1,0,1
5752,异常分支日志,1,1,0,1
5753,编程习惯要养成了  这种尽量用常量,1,1,0,1
5754,注释的原因是？,1,0,0,4
5755,记录下日志,1,1,0,1
5756,"参数还是可以再梳理下
1、callback还是放到最后一个；
2、orderId，Param，自定义的条件控制怎么进行分类更好些？不然参数会原来越多",1,1,0,1
5757,map是否考虑用info打印,1,1,0,1
5758,类名改为SlientModeParameters,1,1,0,1
5759,传空scope的这个和老版本的对比一下，可能引发安全问题，具体和我讨论一下,1,0,0,4
5760,建议修改日志内容,1,1,0,1
5761,magnus 不要存放token，token是变量,1,1,0,1
5762,为什么要调用两次同样的方法？其它地方自行排查,1,0,0,4
5763,可能存在XSS注入,1,0,0,4
5764,命名不规范,1,1,0,1
5765,是否合适？,1,0,0,4
5766,多余的引入类,1,0,0,4
5767,这个地方要补充下onNegative的情况，需要回调失败,1,1,0,1
5768,去掉日志,1,1,0,1
5769,"上面第三行已经设置过背景色了，是否可以与你的设置背景色的地方合并？
setBackgroundColor",1,1,0,1
5770,判断是否从ChromeLauncherActivity拉起，如果不是finish掉走拉起Launcher走启动流程，是不是更好一点？,1,1,0,1
5771,BI上报的不需要model参与吧？model的意义是数据和操作，操作都是一些和内部数据相关的一些操作，其他的和数据无关的操作可以放到P层,1,1,0,1
5772,建议使用公共方法,1,1,0,1
5773,"整个挖孔屏处理封装成一个函数，类似756行的
setWebPageDrawRect(pageMode, orientation, isInMultiWindowMode);",1,1,0,1
5774,"Done
删除了引用部分",1,0,0,4
5775,注释、类、方法的命名保持统一,1,1,0,1
5776,变量名 不容易理解，可读性差,1,1,0,1
5777,错误码和错误描述都可以打印出来 方便定位,1,1,0,1
5778,函数注释规范,1,1,0,1
5779,缺少注释,1,1,0,1
5780,这个干掉，不用了,1,0,0,4
5781,在哪里调用的？,1,0,0,4
5782,再上一跳的数据能否删除掉？,1,1,0,1
5783,只有GONE，没有VISIBLE界面会有问题,1,0,0,4
5784,查询操作移至try中,1,1,0,1
5785,日志级别建议为warn,1,1,0,1
5786,注意海外和国内多渠道问题,1,0,1,2
5787,所有针对挖孔屏的处理加上是否支持挖孔屏的判断条件,1,1,0,1
5788,apimethod这个方法可以抽到这个类中来，我们后面要将apimethod这个类干掉,1,1,0,1
5789,不要使用这个，切换到cloudsoa的加密套件,1,1,0,1
5790,没有处理钩子回调,1,0,0,4
5791,"这个可以作为任务的抽象方法，而不是作为入参；
即最好是实现者识别这种逻辑处理，而调用者不关心应该使用哪套逻辑",1,1,0,1
5792,注释需要和实际场景一致,1,1,0,1
5793,一样,0,0,0,7
5794,所有操作符要有空格,1,1,0,1
5795,代码格式问题,1,1,0,1
5796,这个时间变化，是什么原因？,1,0,0,4
5797,FIVE = 5 还是属于魔鬼数字,1,1,0,1
5798,注释错误,1,1,0,1
5799,doHead方法的响应body中不要带statusCode,1,1,0,1
5800,query操作移至try中,1,1,0,1
5801,缺少 返回值的描述,1,0,0,4
5802,解决访问页面点击后退键回到主页，页面padding未生效问题,1,0,0,4
5803,这个&&使用得有问题,1,0,0,4
5804,title不要随意写,1,0,0,4
5805,直接引入css文件，不要单独定义,1,1,0,1
5806,发布版本不要带gcj,1,1,0,1
5807,缺{},1,1,0,1
5808,中文注释最好不要和代码在一行,1,1,0,1
5809,这个变量还用吗,1,0,0,4
5810,对于不使用的代码建议直接删除，而不是注释,1,1,0,1
5811,注释名和函数名大小写不一致，新增的函数的命名规范建议和原代码保持一致,1,1,0,1
5812,为什么是error级别日志？这样会打出很多error,1,0,0,4
5813,没必要导入Column.Template,1,0,0,4
5814,顺序不对,1,0,0,4
5815,是否需要remove?,1,0,0,4
5816,注释问题，其它地方自己排查,1,1,0,1
5817,当时自测，pressed不起作用,1,0,0,4
5818,依据是根据频道管理自定义的toolbar（channel_title_bar.xml）的style(title_bar_style)固定高度(toolbar_height)来确定的,1,1,0,1
5819,字符串翻译申请提交了么？,1,0,0,4
5820,日志有误,1,1,0,1
5821,"class=\""taskShowCls\"">""+obj.name+""</div>"",

----检查下这个文件，把所有的html拼接的参数都做下html编码。",1,1,0,1
5822,此处建议加上异常描述,1,1,0,1
5823,先delete后insert,1,1,0,1
5824,接口参数个人过多,1,0,0,4
5825,findViewById放在上面的initViewHolder中完成,1,1,0,1
5826,改下名,1,1,0,1
5827,打印的字段名称和字段对应不上，还有就是dealAccount需要匿名化,1,1,0,1
5828,"缓存操作和数据操作都封装到一个方法中，避免外部再调用两次；
其它场景自行排查",1,1,0,1
5829,基类不是有sendMessage方法吗？此处为什么还要自己实现,1,0,0,4
5830,越界检查,1,1,0,1
5831,缺{},1,1,0,1
5832,根据原来的style加上频道管理的toolbar的style去推断的,1,0,1,2
5833,应该修改默认英文的文件,1,1,0,1
5834,整体排查下,1,0,0,4
5835,中文注释最好不要和代码在一行,1,1,0,1
